,orderID,Time,side,last_price,quantity,profit,balance
0,8389765508701435810,"2021-10-10, 00:00:03",SELL,3602.63000,2.930,0.0,333.54177004
1,8389765508704631666,"2021-10-10, 01:30:02",BUY,3598.36564,2.930,12.494580000000001,333.54177004
2,8389765508704635098,"2021-10-10, 01:30:08",SELL,3598.27000,2.970,0.0,333.54177004
3,8389765508704638711,"2021-10-10, 01:30:12",BUY,3597.53311,2.970,2.18855999,333.54177004
4,8389765508704642135,"2021-10-10, 01:30:19",SELL,3597.05000,2.930,0.0,333.54177004
5,8389765508704644052,"2021-10-10, 01:30:22",BUY,3597.38000,2.930,-0.96689998,333.54177004
6,8389765508704646499,"2021-10-10, 01:30:28",SELL,3597.37000,2.870,0.0,333.54177004
7,8389765508704647450,"2021-10-10, 01:30:32",BUY,3597.38000,2.870,-0.0287,333.54177004
8,8389765508704649467,"2021-10-10, 01:30:37",SELL,3597.37000,2.820,0.0,333.54177004
9,8389765508704651576,"2021-10-10, 01:30:40",BUY,3598.69213,2.820,-3.7284100000000002,333.54177004
10,8389765508704655070,"2021-10-10, 01:30:46",SELL,3597.84963,2.750,0.0,333.54177004
11,8389765508704657050,"2021-10-10, 01:30:50",BUY,3598.00000,2.750,-0.41351999,333.54177004
12,8389765508704659305,"2021-10-10, 01:30:54",SELL,3598.52013,2.690,0.0,333.54177004
13,8389765508704660739,"2021-10-10, 01:30:58",BUY,3598.15000,2.690,0.99566,333.54177004
14,8389765508704664647,"2021-10-10, 01:31:06",SELL,3598.44000,2.650,0.0,333.54177004
15,8389765508704666797,"2021-10-10, 01:31:10",BUY,3599.30705,2.650,-2.29767999,333.54177004
16,8389765508704669273,"2021-10-10, 01:31:17",SELL,3599.64000,2.590,0.0,333.54177004
17,8389765508704672619,"2021-10-10, 01:31:20",BUY,3600.72004,2.590,-2.7972999899999995,333.54177004
18,8389765508704675373,"2021-10-10, 01:31:25",SELL,3601.12147,2.520,0.0,333.54177004
19,8389765508704677415,"2021-10-10, 01:31:28",BUY,3601.32000,2.520,-0.5002899900000001,333.54177004
20,8389765508704679726,"2021-10-10, 01:31:33",SELL,3601.62000,2.480,0.0,333.54177004
21,8389765508704680875,"2021-10-10, 01:31:37",BUY,3601.63000,2.480,-0.024799999999999996,333.54177004
22,8389765508704682893,"2021-10-10, 01:31:41",SELL,3601.80661,2.430,0.0,333.54177004
23,8389765508704684522,"2021-10-10, 01:31:45",BUY,3601.68000,2.430,0.30765998,333.54177004
24,8389765508704686988,"2021-10-10, 01:31:53",SELL,3601.62000,2.390,0.0,333.54177004
25,8389765508704687920,"2021-10-10, 01:31:56",BUY,3601.63000,2.390,-0.023899990000000003,333.54177004
26,8389765508704692328,"2021-10-10, 01:32:02",SELL,3604.26980,2.350,0.0,333.54177004
27,8389765508704698203,"2021-10-10, 01:32:08",BUY,3603.05000,2.350,2.86653999,333.54177004
28,8389765508704702166,"2021-10-10, 01:32:13",BUY,3602.94821,4.887,0.0,333.54177004
29,8389765508704930149,"2021-10-10, 01:40:23",SELL,3602.84089,4.887,-0.52444998,333.54177004
30,8389765508704946365,"2021-10-10, 01:41:08",SELL,3602.36000,2.230,0.0,333.54177004
31,8389765508704955518,"2021-10-10, 01:41:18",BUY,3600.33000,2.230,4.52689999,333.54177004
32,8389765508705030773,"2021-10-10, 01:43:12",SELL,3590.98252,3.488,0.0,333.54177004
33,8389765508705937122,"2021-10-10, 02:10:44",BUY,3591.74779,1.744,-1.33462996,333.54177004
34,8389765508707081496,"2021-10-10, 02:50:03",BUY,3595.42388,1.744,-7.745739969999999,333.54177004
35,8389765508707197165,"2021-10-10, 02:55:05",BUY,3595.31000,1.400,0.0,333.54177004
36,8389765508708985224,"2021-10-10, 04:00:53",SELL,3579.01000,1.400,-22.820000000000004,333.54177004
37,8389765508709512435,"2021-10-10, 04:13:11",SELL,3564.64000,1.192,0.0,333.54177004
38,8389765508712391644,"2021-10-10, 06:00:04",BUY,3587.65440,1.192,-27.43316,333.54177004
39,8389765508714072710,"2021-10-10, 07:00:01",BUY,3588.97000,0.770,0.0,333.54177004
40,8389765508718014484,"2021-10-10, 09:00:04",SELL,3567.17630,0.770,-16.78115,333.54177004
41,8389765508730106351,"2021-10-10, 14:00:02",BUY,3569.04000,0.720,0.0,333.54177004
42,8389765508740793982,"2021-10-10, 19:33:49",BUY,3569.25000,0.830,0.0,333.54177004
