open_time,id,symbol,period,interval,start_at,open_time,volume,open,high,low,close,turnover
1634986800,15235453,ETHUSDT,60,60,1634986800,1634986800,10387.45,3957.9,4048.8,3940.0,4040.8,41623791.7705
1634990400,15239785,ETHUSDT,60,60,1634990400,1634990400,5215.61,4040.8,4062.35,4037.0,4042.65,21104386.5125
1634994000,15243971,ETHUSDT,60,60,1634994000,1634994000,4630.93,4042.65,4048.45,4022.6,4031.5,18694007.4315
1634997600,15248156,ETHUSDT,60,60,1634997600,1634997600,3210.14,4031.5,4045.45,4020.0,4030.0,12944092.4625
1635001200,15252389,ETHUSDT,60,60,1635001200,1635001200,13821.39,4030.0,4099.55,4028.0,4089.8,56289052.018
1635004800,15256568,ETHUSDT,60,60,1635004800,1635004800,12050.91,4089.8,4130.9,4067.5,4088.9,49423131.776
1635008400,15260789,ETHUSDT,60,60,1635008400,1635008400,2771.87,4088.9,4110.5,4083.65,4109.05,11356492.6325
1635012000,15265023,ETHUSDT,60,60,1635012000,1635012000,3186.24,4109.05,4120.3,4099.55,4114.25,13095716.6935
1635015600,15269222,ETHUSDT,60,60,1635015600,1635015600,2123.79,4114.25,4116.5,4085.0,4087.5,8701070.367
1635019200,15273414,ETHUSDT,60,60,1635019200,1635019200,1940.73,4087.5,4091.9,4073.7,4090.75,7921673.1275
1635022800,15277675,ETHUSDT,60,60,1635022800,1635022800,1466.32,4090.75,4113.8,4087.6,4092.65,6008729.7005
1635026400,15281833,ETHUSDT,60,60,1635026400,1635026400,2662.87,4092.65,4133.5,4088.25,4119.0,10956694.4915
1635030000,15286012,ETHUSDT,60,60,1635030000,1635030000,7042.0,4119.0,4176.95,4116.0,4171.25,29239909.189
1635033600,15290419,ETHUSDT,60,60,1635033600,1635033600,7641.33,4171.25,4188.7,4138.7,4147.25,31839065.3185
1635037200,15294634,ETHUSDT,60,60,1635037200,1635037200,2427.83,4147.25,4150.0,4123.0,4137.0,10045272.892
1635040800,15298799,ETHUSDT,60,60,1635040800,1635040800,1993.67,4137.0,4148.0,4123.0,4145.45,8246842.9515
1635044400,15303031,ETHUSDT,60,60,1635044400,1635044400,2677.73,4145.45,4151.2,4133.4,4136.35,11096694.244
1635048000,15307285,ETHUSDT,60,60,1635048000,1635048000,4606.74,4136.35,4140.0,4102.75,4109.35,18965804.6775
1635051600,15311410,ETHUSDT,60,60,1635051600,1635051600,2131.24,4109.35,4128.1,4103.25,4115.95,8780866.6195
1635055200,15315668,ETHUSDT,60,60,1635055200,1635055200,2731.3,4115.95,4125.0,4083.45,4091.55,11203383.748
1635058800,15319862,ETHUSDT,60,60,1635058800,1635058800,3078.08,4091.55,4109.45,4079.4,4098.8,12611714.4825
1635062400,15324118,ETHUSDT,60,60,1635062400,1635062400,2337.96,4098.8,4102.85,4076.0,4077.2,9554861.06
1635066000,15328318,ETHUSDT,60,60,1635066000,1635066000,6214.54,4077.2,4130.0,4062.4,4095.4,25486929.1145
1635069600,15332527,ETHUSDT,60,60,1635069600,1635069600,2611.76,4095.4,4112.05,4088.85,4096.25,10707229.2965
1635073200,15336652,ETHUSDT,60,60,1635073200,1635073200,10366.8,4096.25,4096.9,4027.15,4030.0,41993738.656
1635076800,15341043,ETHUSDT,60,60,1635076800,1635076800,11065.91,4030.0,4067.0,4003.55,4044.05,44635218.5315
1635080400,15345187,ETHUSDT,60,60,1635080400,1635080400,4392.25,4044.05,4077.4,4031.0,4050.9,17808700.023
1635084000,15349410,ETHUSDT,60,60,1635084000,1635084000,2911.7,4050.9,4058.75,4021.0,4022.6,11754955.319
1635087600,15353609,ETHUSDT,60,60,1635087600,1635087600,11656.51,4022.6,4040.95,3986.0,4003.5,46783271.101
1635091200,15357831,ETHUSDT,60,60,1635091200,1635091200,7816.48,4003.5,4034.4,3973.0,4030.25,31262698.94
1635094800,15362003,ETHUSDT,60,60,1635094800,1635094800,3083.07,4030.25,4039.0,4015.35,4025.6,12422715.173
1635098400,15366254,ETHUSDT,60,60,1635098400,1635098400,6384.46,4025.6,4025.65,3965.1,3997.95,25454293.3325
1635102000,15370452,ETHUSDT,60,60,1635102000,1635102000,4550.81,3997.95,4049.65,3995.5,4046.4,18290056.638
1635105600,15374688,ETHUSDT,60,60,1635105600,1635105600,3790.07,4046.4,4066.95,4041.05,4066.95,15362278.7365
1635109200,15378844,ETHUSDT,60,60,1635109200,1635109200,8339.49,4066.95,4100.8,4066.9,4081.0,34064939.9745
1635112800,15383092,ETHUSDT,60,60,1635112800,1635112800,3098.94,4081.0,4094.7,4062.85,4075.15,12645196.0025
1635116400,15387246,ETHUSDT,60,60,1635116400,1635116400,2293.59,4075.15,4088.85,4065.6,4085.25,9350377.2845
1635120000,15391660,ETHUSDT,60,60,1635120000,1635120000,7672.96,4085.25,4150.0,4072.05,4135.7,31542603.9175
1635123600,15395905,ETHUSDT,60,60,1635123600,1635123600,4252.25,4135.7,4147.95,4118.6,4119.75,17573109.1885
1635127200,15400092,ETHUSDT,60,60,1635127200,1635127200,2391.39,4119.75,4135.95,4113.65,4135.95,9858827.611
1635130800,15404276,ETHUSDT,60,60,1635130800,1635130800,2502.32,4135.95,4144.15,4131.2,4139.7,10353002.491
1635134400,15408515,ETHUSDT,60,60,1635134400,1635134400,4063.46,4139.7,4159.4,4138.4,4152.15,16854872.1725
1635138000,15412693,ETHUSDT,60,60,1635138000,1635138000,2532.16,4152.15,4152.65,4124.0,4130.0,10478722.511
1635141600,15416957,ETHUSDT,60,60,1635141600,1635141600,1906.45,4130.0,4136.0,4121.4,4130.6,7871844.938
1635145200,15421137,ETHUSDT,60,60,1635145200,1635145200,6207.34,4130.6,4184.0,4120.05,4156.8,25850127.949
1635148800,15425805,ETHUSDT,60,60,1635148800,1635148800,4475.15,4156.8,4166.5,4124.8,4128.55,18568784.2095
1635152400,15430730,ETHUSDT,60,60,1635152400,1635152400,2669.91,4128.55,4148.65,4125.6,4140.8,11048208.5755
1635156000,15435657,ETHUSDT,60,60,1635156000,1635156000,3536.77,4140.8,4149.8,4111.4,4134.9,14594894.6285
1635159600,15440477,ETHUSDT,60,60,1635159600,1635159600,4884.82,4134.9,4153.55,4120.2,4130.0,20216306.772
1635163200,15445497,ETHUSDT,60,60,1635163200,1635163200,2355.28,4130.0,4137.95,4116.7,4125.0,9726131.992
1635166800,15450465,ETHUSDT,60,60,1635166800,1635166800,7164.59,4125.0,4162.0,4112.65,4160.65,29672597.2575
1635170400,15455323,ETHUSDT,60,60,1635170400,1635170400,4379.9,4160.65,4172.0,4138.0,4152.5,18186547.2805
1635174000,15460273,ETHUSDT,60,60,1635174000,1635174000,8688.42,4152.5,4216.9,4138.45,4215.4,36320457.0615
1635177600,15465226,ETHUSDT,60,60,1635177600,1635177600,9282.26,4215.4,4238.75,4201.65,4235.3,39179930.659
1635181200,15470074,ETHUSDT,60,60,1635181200,1635181200,6844.82,4235.3,4240.25,4182.2,4190.85,28779141.8795
1635184800,15475020,ETHUSDT,60,60,1635184800,1635184800,3651.93,4190.85,4218.3,4175.15,4216.6,15322496.446
1635188400,15479924,ETHUSDT,60,60,1635188400,1635188400,2302.72,4216.6,4216.65,4182.5,4187.05,9670674.5145
1635192000,15484864,ETHUSDT,60,60,1635192000,1635192000,2630.95,4187.05,4205.35,4181.0,4185.0,11036819.3495
1635195600,15489774,ETHUSDT,60,60,1635195600,1635195600,2645.14,4185.0,4210.0,4183.8,4195.35,11101322.2395
1635199200,15494665,ETHUSDT,60,60,1635199200,1635199200,2850.99,4195.35,4226.4,4185.05,4223.0,11997487.3385
1635202800,15499518,ETHUSDT,60,60,1635202800,1635202800,3001.0,4223.0,4226.0,4210.15,4220.65,12656834.56
1635206400,15504623,ETHUSDT,60,60,1635206400,1635206400,7080.52,4220.65,4261.85,4210.2,4243.65,30024959.839
1635210000,15509518,ETHUSDT,60,60,1635210000,1635210000,2873.0,4243.65,4243.9,4223.0,4223.05,12153541.3345
1635213600,15514406,ETHUSDT,60,60,1635213600,1635213600,2453.01,4223.05,4249.65,4223.0,4237.0,10395823.355
1635217200,15519309,ETHUSDT,60,60,1635217200,1635217200,2550.55,4237.0,4241.5,4225.65,4227.85,10795847.9865
1635220800,15524237,ETHUSDT,60,60,1635220800,1635220800,4587.15,4227.85,4231.8,4191.65,4209.05,19304578.3765
1635224400,15529083,ETHUSDT,60,60,1635224400,1635224400,1772.67,4209.05,4216.0,4201.0,4201.0,7462943.2935
1635228000,15534111,ETHUSDT,60,60,1635228000,1635228000,4119.24,4201.0,4204.95,4176.0,4193.7,17275192.9505
1635231600,15538969,ETHUSDT,60,60,1635231600,1635231600,2115.79,4193.7,4201.7,4180.5,4200.45,8867414.5835
1635235200,15543918,ETHUSDT,60,60,1635235200,1635235200,4237.35,4200.45,4237.7,4200.45,4216.05,17891189.5985
1635238800,15548785,ETHUSDT,60,60,1635238800,1635238800,1855.9,4216.05,4217.45,4206.65,4210.85,7816907.5505
1635242400,15553679,ETHUSDT,60,60,1635242400,1635242400,2573.85,4210.85,4231.0,4200.4,4230.9,10849009.5975
1635246000,15558560,ETHUSDT,60,60,1635246000,1635246000,2068.2,4230.9,4232.0,4208.4,4217.45,8724431.65
1635249600,15563637,ETHUSDT,60,60,1635249600,1635249600,3722.86,4217.45,4223.8,4186.0,4193.75,15635168.971
1635253200,15568469,ETHUSDT,60,60,1635253200,1635253200,3110.13,4193.75,4206.55,4185.65,4187.65,13046409.249
1635256800,15573375,ETHUSDT,60,60,1635256800,1635256800,13204.26,4187.65,4187.7,4131.0,4155.0,54872493.265
1635260400,15578305,ETHUSDT,60,60,1635260400,1635260400,6990.25,4155.0,4202.0,4138.65,4189.4,29169901.5315
1635264000,15583257,ETHUSDT,60,60,1635264000,1635264000,8694.99,4189.4,4203.65,4139.75,4167.5,36257690.13
1635267600,15588099,ETHUSDT,60,60,1635267600,1635267600,4469.67,4167.5,4221.0,4162.2,4219.6,18752658.3795
1635271200,15593099,ETHUSDT,60,60,1635271200,1635271200,4342.03,4219.6,4232.0,4211.9,4213.0,18322857.1645
1635274800,15597962,ETHUSDT,60,60,1635274800,1635274800,2761.11,4213.0,4235.2,4208.65,4214.3,11659727.292
1635278400,15602911,ETHUSDT,60,60,1635278400,1635278400,14082.35,4214.3,4302.0,4210.15,4267.7,60048018.572
1635282000,15607803,ETHUSDT,60,60,1635282000,1635282000,8379.2,4267.7,4277.5,4185.9,4208.3,35508709.763
1635285600,15612712,ETHUSDT,60,60,1635285600,1635285600,22059.1,4208.3,4214.8,4093.4,4122.8,91585086.2505
1635289200,15617567,ETHUSDT,60,60,1635289200,1635289200,6221.42,4122.8,4143.7,4104.3,4130.85,25685312.6425
1635292800,15622718,ETHUSDT,60,60,1635292800,1635292800,6728.45,4130.85,4165.2,4120.0,4163.1,27921745.779
1635296400,15627563,ETHUSDT,60,60,1635296400,1635296400,3351.23,4163.1,4178.1,4152.1,4153.85,13965575.2145
1635300000,15632447,ETHUSDT,60,60,1635300000,1635300000,4223.09,4153.85,4191.1,4151.0,4185.05,17637868.418
1635303600,15637387,ETHUSDT,60,60,1635303600,1635303600,5616.72,4185.05,4232.65,4178.4,4217.0,23667321.601
1635307200,15642361,ETHUSDT,60,60,1635307200,1635307200,25282.65,4217.0,4314.6,4212.35,4288.1,108099722.8075
1635310800,15647207,ETHUSDT,60,60,1635310800,1635310800,11343.45,4288.1,4312.4,4268.85,4278.1,48674473.9495
1635314400,15652203,ETHUSDT,60,60,1635314400,1635314400,7270.86,4278.1,4286.05,4240.15,4245.05,30973510.868
1635318000,15657035,ETHUSDT,60,60,1635318000,1635318000,13896.58,4245.05,4250.7,4135.0,4136.3,58305066.5635
1635321600,15661975,ETHUSDT,60,60,1635321600,1635321600,55738.53,4136.3,4136.3,3929.0,4048.4,224501085.2535
1635325200,15666870,ETHUSDT,60,60,1635325200,1635325200,12748.37,4048.4,4049.15,3990.45,4021.05,51187316.2705
1635328800,15671785,ETHUSDT,60,60,1635328800,1635328800,11156.07,4021.05,4033.75,3956.85,4023.1,44631561.7005
1635332400,15676621,ETHUSDT,60,60,1635332400,1635332400,6596.36,4023.1,4046.0,3989.45,3996.55,26514214.148
1635336000,15681715,ETHUSDT,60,60,1635336000,1635336000,5683.47,3996.55,4003.8,3957.45,3999.15,22658620.3895
